"companyName","website","reProfileUrl","field","existingValue","scrapedValue","assessment"
"re:cinq","https://re-cinq.com/","https://www.rocketengineers.io/solution-providers/re-cinq","confidenceScore","","95","new"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","companyName","nxt.engineering","nxt Engineering GmbH","better"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","website","https://nxt.engineering/","https://nxt.engineering/","equal"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","description","Discover how our web application revolutionizes medical service recording with offline capabilities, automatic syncing, and seamless integration, boosting efficiency and user satisfaction in healthcare.","Python layering and sequential execution tool for animation and VFX","different"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","services","Software Development | CI/CD | Frontend Development | UI / UX Design","Visual node editor development | Python-based animation tools | VFX pipeline solutions | Blender integration","better"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","technologies","Angular | GraphQL | GitLab | Marten DB | Hangfire | Azure","Python | Mathematica | AMPL | Blender","different"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","vendorPartnerships","Microsoft","","worse"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","location","{""city"":""Zürich"",""country"":""Switzerland""}","Zurich, Switzerland","different"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","companySize","6","8","better"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","foundedYear","","2018","new"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","industries","","Animation | Visual Effects | Software Development","new"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","recentActivity","","Active development on nxt_editor with 190 stars | Core nxt tool with 84 stars | Recent Blender integration project | Maintained example graphs and documentation","new"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","githubUrl","","https://github.com/nxt-dev","new"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","linkedinUrl","","http://www.linkedin.com/company/nxtengineering","new"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/e69ee036bf2bf03f2b13f178451508e8606ddfd8-1280x720.png","","worse"
"nxt Engineering","https://nxt.engineering/","https://www.rocketengineers.io/solution-providers/nxt-engineering-gmbh","confidenceScore","","85","new"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","companyName","Copebit AG","copebit AG","equal"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","website","https://www.copebit.ch/de/home/","https://www.copebit.ch","different"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","description","Discover how an insurance company revolutionized its operations with AWS cloud solutions provided by Copebit AG. Learn about their journey towards enhanced system stability, performance, and automation.","Your Cloud and Automation Partner - We are an innovative born in the cloud company that work with Automation and IoT. We help companies on their AWS journey through migration, optimization, and transformation to cloud-native applications.","better"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","services","Automation | Cloud Security | Cloud Engineering | Cloud Architecture | Cloud Strategy","AWS Cloud Migration | Cloud Consulting | Automation | Infrastructure as Code | CI/CD Pipelines | Configuration Management | DevOps | Microsoft Solutions on AWS | AWS Service Catalog | Data Center Migration | Project Management","better"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","technologies","AWS | AWS Foundation | AWS Security | EKS | Containers | GitLab | Terraform/OpenTofu","AWS | Kubernetes | Puppet | CloudFormation | ECS | ECS Fargate | Lambda | RDS | EC2 | S3 | VPC | Active Directory | Microsoft SQL Server | Docker | CI/CD | Infrastructure as Code","better"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","vendorPartnerships","AWS | Isovalent | GitLab | Red Hat","AWS | Puppet | Isovalent | Red Hat","better"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","location","{""city"":""Zürich"",""country"":""Switzerland""}","Zurich, Switzerland","different"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","companySize","30","15","better"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","foundedYear","","2016","new"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","industries","","Cloud Computing | IT Consulting | DevOps | Automation | Telecommunications | Data Analytics","new"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","recentActivity","","","missing"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","githubUrl","","https://github.com/copebit","new"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","linkedinUrl","","http://www.linkedin.com/company/copebit","new"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/bb3f7d12fe58f4bd7023ee5f8e725e232034dedb-1280x720.png","https://www.copebit.ch/wp-content/uploads/cropped-copebit-favicon-2-32x32.png","different"
"copebit","https://www.copebit.ch/de/home/","https://www.rocketengineers.io/solution-providers/copebit-ag","confidenceScore","","92","new"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","companyName","1way2cloud","1way2cloud-company","better"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","website","https://1way2cloud.com/","https://1way2cloud.com/","equal"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","description","Using AWS serverless services for innovative e-commerce","","worse"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","services","CI/CD | IaC | AI Consulting | Cloud Architecture | Cloud Engineering","","worse"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","technologies","AWS | AWS Lambda | DynamoDB Streams | Amazon Bedrock | AWS Step Functions | AWS SQS | AWS Amplify | AWS AppSync","","worse"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","vendorPartnerships","AWS","","worse"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","location","{""city"":""Zürich"",""country"":""Switzerland""}","Zurich, Zurich, Switzerland","different"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","companySize","10-15","11","different"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","foundedYear","","2016","new"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","industries","","","missing"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","recentActivity","","","missing"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","githubUrl","","https://github.com/1way2cloud","new"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","linkedinUrl","","http://www.linkedin.com/company/1way2cloud-company","new"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/99c1e3d07460d0048f9503b6cf886189a5ad2a74-1280x720.png","","worse"
"1way2cloud","https://1way2cloud.com/","https://www.rocketengineers.io/solution-providers/1way2cloud","confidenceScore","","65","new"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","companyName","b-nova","b-nova Schweiz GmbH","better"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","website","https://b-nova.com/","https://b-nova.com","different"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","description","Discover how an AI tool revolutionizes social media content creation for a tech leader, streamlining aggregation, enhancing efficiency, and boosting online engagement.","","worse"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","services","Cloud Engineering | Software Development | AI Consulting","","worse"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","technologies","OpenAI | Golang | DynamoDB | AWS","Rust | Go | TypeScript | HCL | JavaScript | Docker | Kubernetes | Helm","better"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","vendorPartnerships","","","missing"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","location","{""city"":""Basel"",""country"":""Switzerland""}","Basel, Basel-Stadt, Switzerland","different"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","companySize","5-10","3","different"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","foundedYear","","2017","new"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","industries","","","missing"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","recentActivity","","[object Object] | [object Object] | [object Object]","new"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","githubUrl","","https://github.com/b-nova","new"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","linkedinUrl","","http://www.linkedin.com/company/b-nova","new"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/21aafc1f0d43581ca3cee84e0961e5b870df5da3-1280x720.png","","worse"
"b-nova","https://b-nova.com/","https://www.rocketengineers.io/solution-providers/b-nova","confidenceScore","","85","new"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","companyName","Peak Scale","Peak Scale","equal"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","website","https://peakscale.ch/en/","https://peakscale.ch","different"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","description","Explore how integrating SBOM and SLSA Level 2 significantly enhances software supply chain security. Learn about the benefits and key strategies for secure CI/CD pipelines.","Cloud Native Experts. At Peak Scale, we believe that IT architecture is constantly evolving. That's why we embrace pragmatic and evolutionary approaches. We provide support and guidance through services in architecture, engineering, training, and assessments, all within the context of modern, cloud-native infrastructures.","better"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","services","CI/CD | Supply Chain Security","architecture | engineering | training | assessments","better"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","technologies","GitLab | SLSA | Sigstore | Docker Registry","","worse"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","vendorPartnerships","","","missing"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","location","{""city"":""Bern"",""country"":""Switzerland""}","Ostermundigen, Canton of Bern, Switzerland","better"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","companySize","5-10","7","different"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","foundedYear","","2022","new"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","industries","","","missing"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","recentActivity","","","missing"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","githubUrl","","https://github.com/PeakScaleHQ","new"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","linkedinUrl","","http://www.linkedin.com/company/peakscale","new"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/84e661eb57de4867d0499c9f93e5373ceecb10e0-1280x720.png","https://peakscale.ch/favicon.ico","different"
"Peak Scale","https://peakscale.ch/en/","https://www.rocketengineers.io/solution-providers/peak-scale","confidenceScore","","85","new"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","companyName","Puzzle ITC","Puzzle ITC","equal"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","website","https://www.puzzle.ch/","https://www.puzzle.ch/","equal"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","description","Discover how a leading insurance software company dramatically enhanced system stability and operational efficiency by adopting OpenShift, fostering a DevOps culture, and streamlining deployment processes.","","worse"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","services","DevOps Culture | CI/CD | Cloud Engineering | GitOps","Open source OKR application | Time tracking and resource planning web application for SMEs | Skill management web application | Ansible Collection for opnsense Firewall configuration | Cert-manager ACME DNS01 solver webhook for DNSimple","better"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","technologies","OpenShift | Kubernetes","Java | Ruby | TypeScript | Python | Go | JavaScript | HTML | SCSS | Haml | CoffeeScript | Shell | Dockerfile | PLpgSQL | Ansible","better"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","vendorPartnerships","Red Hat | GitLab | SuSE | Isovalent | AWS | Google Cloud | Dagger | CiQ","","worse"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","location","{""city"":""Bern"",""country"":""Switzerland""}","Bern, Canton of Bern, Switzerland","different"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","companySize","150+","140","different"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","foundedYear","","2000","new"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","industries","","Software Development | Information Technology","new"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","recentActivity","","Active development on OKR application (last updated June 2026) | Ongoing maintenance of PuzzleTime time tracking application | Development of PCTS Sheet Project | Maintenance of skills management web application | Updates to Backstage techlab project | Continued work on opnsense Ansible collection","new"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","githubUrl","","https://github.com/puzzle","new"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","linkedinUrl","","http://www.linkedin.com/company/puzzle-itc","new"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/80ce402f415fb570336a0a92ef612f41bee1e5a4-1280x720.png","","worse"
"Puzzle ITC","https://www.puzzle.ch/","https://www.rocketengineers.io/solution-providers/puzzle-itc","confidenceScore","","85","new"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","companyName","VSHN","VSHN AG","better"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","website","https://www.vshn.ch/en/","https://www.vshn.ch","different"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","description","A medium-sized Swiss company was challenged to migrate its on-premises ERP system, Odoo, to a managed cloud.","VSHN - The DevOps Company transforms software into online services by automating and managing application workloads.","better"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","services","Managed Container Platform | CI/CD | Managed Application Services | Cloud Engineering | ISO27001 Compliance","DevOps Enablement for SaaS Business | Integrated Enterprise Kubernetes Platform | Special Environments for non-cloud native Workloads | Managed Container Platforms | Application Catalog | Managed Servers | Platform Modernization | Cloud Platform Operations | Custom Application Operations Support | Monitoring & Alert Handling","better"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","technologies","OpenShift | Odoo | Postgres | GitLab","Kubernetes | OpenShift | Docker | Rancher | Ansible | Puppet | Red Hat OpenShift | Go | Python | TypeScript | Shell | Makefile | Dockerfile","better"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","vendorPartnerships","Google Cloud | Isovalent | GitLab | AWS | SuSE","Red Hat | Airlock | cloudscale.ch | Exoscale","different"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","location","{""city"":""Zürich"",""country"":""Switzerland""}","Zürich, Switzerland","different"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","companySize","40-60","37","different"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","foundedYear","","2014","new"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","industries","","Software Development | Cloud Services | DevOps | Healthcare | Financial Services","new"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","recentActivity","","VSHN Wins Red Hat Partner Award 2025 for Platform Modernization | Sponsoring Swiss Software Festival 2026 | Sponsoring Cloud Native Zürich 2026 | Switch joins Servala as Cloud Service Provider | AppCat Update - CloudNativePG Becomes the New Default PostgreSQL | Writing a Kubernetes Cluster Autoscaler Provider with externalgrpc","new"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","githubUrl","","https://github.com/vshn","new"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","linkedinUrl","","http://www.linkedin.com/company/vshn-ag","new"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","logoUrl","https://cdn.sanity.io/images/nvc7dfzj/production/44b5e5604ad5789b2c8735ca2df4f918f8395dc4-1280x720.png","https://www.vshn.ch/wp-content/themes/ftheme/src/images/vision_favicon.ico","different"
"VSHN","https://www.vshn.ch/en/","https://www.rocketengineers.io/solution-providers/vshn","confidenceScore","","95","new"
